length,origin_path,augmented
77168,/mnt/d/datasets/wham_noise/wham_noise/tr/204c0103_0.56027_20vo010f_-0.56027.wav,False
77359,/mnt/d/datasets/wham_noise/wham_noise/tr/20jc010b_1.8149_406c0218_-1.8149.wav,False
77401,/mnt/d/datasets/wham_noise/wham_noise/tr/401c020i_0.70427_01wc020s_-0.70427.wav,False
77551,/mnt/d/datasets/wham_noise/wham_noise/tr/01nc020m_2.4623_017c0218_-2.4623.wav,False
77578,/mnt/d/datasets/wham_noise/wham_noise/tr/40ja010g_0.0076839_013c021c_-0.0076839.wav,False
77632,/mnt/d/datasets/wham_noise/wham_noise/tr/204o010k_0.075108_01zo0309_-0.075108.wav,False
77655,/mnt/d/datasets/wham_noise/wham_noise/tr/40ea010m_1.9697_01dc020j_-1.9697.wav,False
78193,/mnt/d/datasets/wham_noise/wham_noise/tr/01nc020a_0.54104_01io030p_-0.54104.wav,False
78670,/mnt/d/datasets/wham_noise/wham_noise/tr/014a0113_0.78145_40jc0202_-0.78145.wav,False
78712,/mnt/d/datasets/wham_noise/wham_noise/tr/206c010d_1.3162_20ho0103_-1.3162.wav,False
78791,/mnt/d/datasets/wham_noise/wham_noise/tr/40cc0218_0.76714_021c020p_-0.76714.wav,False
78863,/mnt/d/datasets/wham_noise/wham_noise/tr/20sc010m_0.63781_40oc0206_-0.63781.wav,False
78884,/mnt/d/datasets/wham_noise/wham_noise/tr/01sa010m_2.0198_20sa0110_-2.0198.wav,False
79794,/mnt/d/datasets/wham_noise/wham_noise/tr/40ja0103_0.42698_40co030v_-0.42698.wav,False
79857,/mnt/d/datasets/wham_noise/wham_noise/tr/01mc0207_1.6611_01nc020y_-1.6611.wav,False
79967,/mnt/d/datasets/wham_noise/wham_noise/tr/207o010e_1.6988_40pa0113_-1.6988.wav,False
80128,/mnt/d/datasets/wham_noise/wham_noise/tr/01va0102_2.3761_017a010s_-2.3761.wav,False
80612,/mnt/d/datasets/wham_noise/wham_noise/tr/028c0217_0.60737_029c021b_-0.60737.wav,False
80653,/mnt/d/datasets/wham_noise/wham_noise/tr/408c0214_1.647_021c0214_-1.647.wav,False
80690,/mnt/d/datasets/wham_noise/wham_noise/tr/01oc020z_1.8025_20qo010g_-1.8025.wav,False
80714,/mnt/d/datasets/wham_noise/wham_noise/tr/20fa010y_0.12875_408c020y_-0.12875.wav,False
80764,/mnt/d/datasets/wham_noise/wham_noise/tr/20ga010y_1.0853_403c0207_-1.0853.wav,False
80783,/mnt/d/datasets/wham_noise/wham_noise/tr/408c0219_2.4465_01mc020a_-2.4465.wav,False
80875,/mnt/d/datasets/wham_noise/wham_noise/tr/20uo0109_0.72043_406o030a_-0.72043.wav,False
80958,/mnt/d/datasets/wham_noise/wham_noise/tr/40ca0113_2.4486_023c020v_-2.4486.wav,False
80963,/mnt/d/datasets/wham_noise/wham_noise/tr/20da010m_0.17887_403c020r_-0.17887.wav,False
81083,/mnt/d/datasets/wham_noise/wham_noise/tr/20oc010l_2.1451_020a0105_-2.1451.wav,False
81084,/mnt/d/datasets/wham_noise/wham_noise/tr/20ga010q_2.0398_01ia010g_-2.0398.wav,False
81159,/mnt/d/datasets/wham_noise/wham_noise/tr/408o031b_0.28995_01pc0207_-0.28995.wav,False
81341,/mnt/d/datasets/wham_noise/wham_noise/tr/20oa010g_2.4151_40nc021d_-2.4151.wav,False
81374,/mnt/d/datasets/wham_noise/wham_noise/tr/016c0210_1.4407_40ec0214_-1.4407.wav,False
81379,/mnt/d/datasets/wham_noise/wham_noise/tr/013c020p_0.39169_209c010p_-0.39169.wav,False
81535,/mnt/d/datasets/wham_noise/wham_noise/tr/40mc0211_1.6713_20pc010d_-1.6713.wav,False
81674,/mnt/d/datasets/wham_noise/wham_noise/tr/01xc0212_1.0701_20ro0105_-1.0701.wav,False
81685,/mnt/d/datasets/wham_noise/wham_noise/tr/01tc021g_0.95814_20to0105_-0.95814.wav,False
81731,/mnt/d/datasets/wham_noise/wham_noise/tr/404a010j_1.7799_403o030g_-1.7799.wav,False
81773,/mnt/d/datasets/wham_noise/wham_noise/tr/02cc020r_1.9227_407c020y_-1.9227.wav,False
81818,/mnt/d/datasets/wham_noise/wham_noise/tr/019o0313_1.2228_20po010b_-1.2228.wav,False
81895,/mnt/d/datasets/wham_noise/wham_noise/tr/02cc020r_1.7271_018c020a_-1.7271.wav,False
81995,/mnt/d/datasets/wham_noise/wham_noise/tr/40ca0110_0.46072_409o030w_-0.46072.wav,False
82060,/mnt/d/datasets/wham_noise/wham_noise/tr/20fa010u_0.10958_01ro0313_-0.10958.wav,False
82163,/mnt/d/datasets/wham_noise/wham_noise/tr/20bo0102_1.9962_01do030k_-1.9962.wav,False
82170,/mnt/d/datasets/wham_noise/wham_noise/tr/027a0102_1.9898_01wc0213_-1.9898.wav,False
82186,/mnt/d/datasets/wham_noise/wham_noise/tr/405a0112_0.79993_403c020p_-0.79993.wav,False
82300,/mnt/d/datasets/wham_noise/wham_noise/tr/40ha0102_1.5825_406o0309_-1.5825.wav,False
82405,/mnt/d/datasets/wham_noise/wham_noise/tr/206o0103_0.72291_01nc020h_-0.72291.wav,False
82412,/mnt/d/datasets/wham_noise/wham_noise/tr/01mc0217_1.8748_023o0309_-1.8748.wav,False
82462,/mnt/d/datasets/wham_noise/wham_noise/tr/40dc020a_1.5386_207c0107_-1.5386.wav,False
82486,/mnt/d/datasets/wham_noise/wham_noise/tr/012a0101_1.124_01qo0305_-1.124.wav,False
82491,/mnt/d/datasets/wham_noise/wham_noise/tr/40pa010z_1.0415_01ec020u_-1.0415.wav,False
82533,/mnt/d/datasets/wham_noise/wham_noise/tr/204a010p_2.3838_019o0318_-2.3838.wav,False
82552,/mnt/d/datasets/wham_noise/wham_noise/tr/40oc0215_0.017793_023c0218_-0.017793.wav,False
82553,/mnt/d/datasets/wham_noise/wham_noise/tr/40dc021c_1.5946_209a0114_-1.5946.wav,False
82662,/mnt/d/datasets/wham_noise/wham_noise/tr/208a010a_0.28507_01mo030n_-0.28507.wav,False
82694,/mnt/d/datasets/wham_noise/wham_noise/tr/20fa010k_2.0092_401c020i_-2.0092.wav,False
82897,/mnt/d/datasets/wham_noise/wham_noise/tr/023o030p_0.36166_01po0303_-0.36166.wav,False
82993,/mnt/d/datasets/wham_noise/wham_noise/tr/20go0106_0.45341_01mc020w_-0.45341.wav,False
83003,/mnt/d/datasets/wham_noise/wham_noise/tr/20ta010a_0.73472_024o0317_-0.73472.wav,False
83042,/mnt/d/datasets/wham_noise/wham_noise/tr/208a0102_0.95749_20to0104_-0.95749.wav,False
83244,/mnt/d/datasets/wham_noise/wham_noise/tr/01sc0202_2.3194_20ro0105_-2.3194.wav,False
83305,/mnt/d/datasets/wham_noise/wham_noise/tr/20cc010c_1.1281_01rc0217_-1.1281.wav,False
83391,/mnt/d/datasets/wham_noise/wham_noise/tr/01sc020f_0.2435_01uc020x_-0.2435.wav,False
83419,/mnt/d/datasets/wham_noise/wham_noise/tr/029c020y_1.5978_014a010g_-1.5978.wav,False
83560,/mnt/d/datasets/wham_noise/wham_noise/tr/20oc010c_2.1454_020c0203_-2.1454.wav,False
83691,/mnt/d/datasets/wham_noise/wham_noise/tr/019a0108_0.57173_016c020w_-0.57173.wav,False
83786,/mnt/d/datasets/wham_noise/wham_noise/tr/20mo010p_1.1915_206o0103_-1.1915.wav,False
83849,/mnt/d/datasets/wham_noise/wham_noise/tr/20ro0107_0.53817_401c020s_-0.53817.wav,False
83981,/mnt/d/datasets/wham_noise/wham_noise/tr/01xa0104_2.0098_022o0303_-2.0098.wav,False
84035,/mnt/d/datasets/wham_noise/wham_noise/tr/40oc0208_2.4817_20fa010m_-2.4817.wav,False
84238,/mnt/d/datasets/wham_noise/wham_noise/tr/20ra010v_2.2757_20pc0108_-2.2757.wav,False
84252,/mnt/d/datasets/wham_noise/wham_noise/tr/014c020j_1.134_01ec020h_-1.134.wav,False
84272,/mnt/d/datasets/wham_noise/wham_noise/tr/20oo0105_1.3473_20ja010b_-1.3473.wav,False
84350,/mnt/d/datasets/wham_noise/wham_noise/tr/40io0307_1.0063_404a0106_-1.0063.wav,False
84575,/mnt/d/datasets/wham_noise/wham_noise/tr/023o0301_1.0919_405a0102_-1.0919.wav,False
84602,/mnt/d/datasets/wham_noise/wham_noise/tr/20ma010p_1.0693_20ta010h_-1.0693.wav,False
84691,/mnt/d/datasets/wham_noise/wham_noise/tr/40ho030q_2.3982_40ea010a_-2.3982.wav,False
84767,/mnt/d/datasets/wham_noise/wham_noise/tr/01mc0214_1.8421_20oa0101_-1.8421.wav,False
84922,/mnt/d/datasets/wham_noise/wham_noise/tr/01qo0305_2.4015_407a0108_-2.4015.wav,False
84930,/mnt/d/datasets/wham_noise/wham_noise/tr/40na0101_0.43947_20ta010a_-0.43947.wav,False
84942,/mnt/d/datasets/wham_noise/wham_noise/tr/406o030t_1.0018_20dc010h_-1.0018.wav,False
85139,/mnt/d/datasets/wham_noise/wham_noise/tr/20ba0108_2.238_20na010s_-2.238.wav,False
85165,/mnt/d/datasets/wham_noise/wham_noise/tr/02ac0206_1.1834_406c020q_-1.1834.wav,False
85169,/mnt/d/datasets/wham_noise/wham_noise/tr/20ma010y_1.5414_20sa010m_-1.5414.wav,False
85216,/mnt/d/datasets/wham_noise/wham_noise/tr/404c020n_2.1863_40ja0101_-2.1863.wav,False
85241,/mnt/d/datasets/wham_noise/wham_noise/tr/02ao030p_0.13856_028a0101_-0.13856.wav,False
85282,/mnt/d/datasets/wham_noise/wham_noise/tr/028c0207_1.2059_40mo0316_-1.2059.wav,False
85301,/mnt/d/datasets/wham_noise/wham_noise/tr/01zc020o_2.3474_20hc010j_-2.3474.wav,False
85347,/mnt/d/datasets/wham_noise/wham_noise/tr/20ua010m_0.39595_20na0110_-0.39595.wav,False
85435,/mnt/d/datasets/wham_noise/wham_noise/tr/40ko0307_2.0939_20ra010a_-2.0939.wav,False
85464,/mnt/d/datasets/wham_noise/wham_noise/tr/021c021b_0.56272_20fa0104_-0.56272.wav,False
85487,/mnt/d/datasets/wham_noise/wham_noise/tr/01zc020o_0.11044_40na010g_-0.11044.wav,False
85494,/mnt/d/datasets/wham_noise/wham_noise/tr/40jc0207_0.38927_20bo0102_-0.38927.wav,False
85622,/mnt/d/datasets/wham_noise/wham_noise/tr/40hc020v_1.7668_20nc0109_-1.7668.wav,False
85623,/mnt/d/datasets/wham_noise/wham_noise/tr/028c020k_1.0919_20ja010l_-1.0919.wav,False
85828,/mnt/d/datasets/wham_noise/wham_noise/tr/01zo0317_0.26478_20ta010g_-0.26478.wav,False
85833,/mnt/d/datasets/wham_noise/wham_noise/tr/20oc010l_0.0036586_02cc020r_-0.0036586.wav,False
85839,/mnt/d/datasets/wham_noise/wham_noise/tr/021c021c_0.2421_01ac020n_-0.2421.wav,False
85882,/mnt/d/datasets/wham_noise/wham_noise/tr/01qo030x_1.4974_20ta0102_-1.4974.wav,False
85900,/mnt/d/datasets/wham_noise/wham_noise/tr/208o0105_0.064408_01kc020n_-0.064408.wav,False
85902,/mnt/d/datasets/wham_noise/wham_noise/tr/208c010e_1.2525_20ma010p_-1.2525.wav,False
86015,/mnt/d/datasets/wham_noise/wham_noise/tr/020a0109_0.13443_01xo030e_-0.13443.wav,False
86047,/mnt/d/datasets/wham_noise/wham_noise/tr/208a010m_0.59979_20na0101_-0.59979.wav,False
86066,/mnt/d/datasets/wham_noise/wham_noise/tr/01fo031a_1.2457_01to030x_-1.2457.wav,False
86135,/mnt/d/datasets/wham_noise/wham_noise/tr/01pc020j_0.94886_40hc020s_-0.94886.wav,False
86146,/mnt/d/datasets/wham_noise/wham_noise/tr/01yc021a_1.0661_020c0204_-1.0661.wav,False
86156,/mnt/d/datasets/wham_noise/wham_noise/tr/20dc0105_2.2304_40ca010r_-2.2304.wav,False
86181,/mnt/d/datasets/wham_noise/wham_noise/tr/01vc021d_0.69502_020a0105_-0.69502.wav,False
86212,/mnt/d/datasets/wham_noise/wham_noise/tr/40cc0214_2.4797_011a010l_-2.4797.wav,False
86241,/mnt/d/datasets/wham_noise/wham_noise/tr/20dc0107_0.99332_20pc010d_-0.99332.wav,False
86242,/mnt/d/datasets/wham_noise/wham_noise/tr/40fa0101_0.66066_20ho010f_-0.66066.wav,False
86246,/mnt/d/datasets/wham_noise/wham_noise/tr/204c0101_0.01279_40ba0113_-0.01279.wav,False
86335,/mnt/d/datasets/wham_noise/wham_noise/tr/011a010n_1.1304_209a010m_-1.1304.wav,False
86499,/mnt/d/datasets/wham_noise/wham_noise/tr/021c0208_2.321_020a0102_-2.321.wav,False
86540,/mnt/d/datasets/wham_noise/wham_noise/tr/015c020j_2.3211_026o0305_-2.3211.wav,False
86569,/mnt/d/datasets/wham_noise/wham_noise/tr/40ca010a_2.4594_20ga010w_-2.4594.wav,False
86710,/mnt/d/datasets/wham_noise/wham_noise/tr/02ac021e_1.1079_408a010p_-1.1079.wav,False
86730,/mnt/d/datasets/wham_noise/wham_noise/tr/20ta0114_0.79088_40pa0104_-0.79088.wav,False
86761,/mnt/d/datasets/wham_noise/wham_noise/tr/20fa0106_0.59548_017a010p_-0.59548.wav,False
86782,/mnt/d/datasets/wham_noise/wham_noise/tr/40ka010o_0.46082_20ha010h_-0.46082.wav,False
86949,/mnt/d/datasets/wham_noise/wham_noise/tr/01dc0208_1.3367_01eo0302_-1.3367.wav,False
87036,/mnt/d/datasets/wham_noise/wham_noise/tr/20ga010t_0.38653_01ao030y_-0.38653.wav,False
87108,/mnt/d/datasets/wham_noise/wham_noise/tr/40lo0317_1.6534_01wc020r_-1.6534.wav,False
87119,/mnt/d/datasets/wham_noise/wham_noise/tr/01wo0316_0.54716_405c020v_-0.54716.wav,False
87180,/mnt/d/datasets/wham_noise/wham_noise/tr/20aa010k_1.2834_204a010m_-1.2834.wav,False
87216,/mnt/d/datasets/wham_noise/wham_noise/tr/01ro0309_1.8016_01mc0219_-1.8016.wav,False
87277,/mnt/d/datasets/wham_noise/wham_noise/tr/20gc0109_0.6189_404a010t_-0.6189.wav,False
87322,/mnt/d/datasets/wham_noise/wham_noise/tr/403a010w_2.3808_40oa010c_-2.3808.wav,False
87335,/mnt/d/datasets/wham_noise/wham_noise/tr/020a010u_0.61157_20oa0109_-0.61157.wav,False
87364,/mnt/d/datasets/wham_noise/wham_noise/tr/40mc021b_0.97765_021o031c_-0.97765.wav,False
87371,/mnt/d/datasets/wham_noise/wham_noise/tr/408a0112_0.29052_01oa010s_-0.29052.wav,False
87373,/mnt/d/datasets/wham_noise/wham_noise/tr/023c021h_2.263_026c0202_-2.263.wav,False
87382,/mnt/d/datasets/wham_noise/wham_noise/tr/01ro0313_0.94302_209a010f_-0.94302.wav,False
87475,/mnt/d/datasets/wham_noise/wham_noise/tr/20vc010f_0.86058_40co030c_-0.86058.wav,False
87485,/mnt/d/datasets/wham_noise/wham_noise/tr/20jc010b_0.9475_404a0114_-0.9475.wav,False
87528,/mnt/d/datasets/wham_noise/wham_noise/tr/20ec0106_2.4428_40pc021c_-2.4428.wav,False
87537,/mnt/d/datasets/wham_noise/wham_noise/tr/016c020o_0.956_01ec0212_-0.956.wav,False
87546,/mnt/d/datasets/wham_noise/wham_noise/tr/20fa010p_0.157_405a010k_-0.157.wav,False
87569,/mnt/d/datasets/wham_noise/wham_noise/tr/408a010a_0.11988_020o0301_-0.11988.wav,False
87584,/mnt/d/datasets/wham_noise/wham_noise/tr/024c0215_1.2056_023c0212_-1.2056.wav,False
87655,/mnt/d/datasets/wham_noise/wham_noise/tr/208a010o_0.039689_01pc0207_-0.039689.wav,False
87730,/mnt/d/datasets/wham_noise/wham_noise/tr/01fa010n_0.22891_40da010m_-0.22891.wav,False
87741,/mnt/d/datasets/wham_noise/wham_noise/tr/405c020s_2.0719_014a010g_-2.0719.wav,False
87752,/mnt/d/datasets/wham_noise/wham_noise/tr/209a010x_2.4406_20oo010b_-2.4406.wav,False
87793,/mnt/d/datasets/wham_noise/wham_noise/tr/40fa010i_0.7779_20sa0101_-0.7779.wav,False
87873,/mnt/d/datasets/wham_noise/wham_noise/tr/206a0112_1.3455_027c020y_-1.3455.wav,False
87888,/mnt/d/datasets/wham_noise/wham_noise/tr/01mo0311_0.21708_01zc020o_-0.21708.wav,False
87905,/mnt/d/datasets/wham_noise/wham_noise/tr/404a010e_1.2696_20tc0109_-1.2696.wav,False
87908,/mnt/d/datasets/wham_noise/wham_noise/tr/020c0215_1.0685_20fa010s_-1.0685.wav,False
87912,/mnt/d/datasets/wham_noise/wham_noise/tr/208a010w_0.82063_408o030y_-0.82063.wav,False
87924,/mnt/d/datasets/wham_noise/wham_noise/tr/026a010h_2.3826_01cc0214_-2.3826.wav,False
87930,/mnt/d/datasets/wham_noise/wham_noise/tr/014c0217_0.41021_20ba010l_-0.41021.wav,False
87958,/mnt/d/datasets/wham_noise/wham_noise/tr/405a0102_2.4762_406a010k_-2.4762.wav,False
87969,/mnt/d/datasets/wham_noise/wham_noise/tr/40fa010g_1.0022_020c0201_-1.0022.wav,False
87983,/mnt/d/datasets/wham_noise/wham_noise/tr/01pa010p_0.28539_017c020f_-0.28539.wav,False
88072,/mnt/d/datasets/wham_noise/wham_noise/tr/20ga010q_0.57749_01kc020r_-0.57749.wav,False
88138,/mnt/d/datasets/wham_noise/wham_noise/tr/20go010o_0.38556_40ja0103_-0.38556.wav,False
88145,/mnt/d/datasets/wham_noise/wham_noise/tr/206a010m_0.19931_20pa010z_-0.19931.wav,False
88155,/mnt/d/datasets/wham_noise/wham_noise/tr/20jc010g_2.0724_20ga010i_-2.0724.wav,False
88237,/mnt/d/datasets/wham_noise/wham_noise/tr/01xc020z_1.3301_209a010y_-1.3301.wav,False
88238,/mnt/d/datasets/wham_noise/wham_noise/tr/20ja010g_1.2241_20fa010e_-1.2241.wav,False
88253,/mnt/d/datasets/wham_noise/wham_noise/tr/20ga010b_2.0417_01tc021g_-2.0417.wav,False
88299,/mnt/d/datasets/wham_noise/wham_noise/tr/01qo031c_0.32627_408a010a_-0.32627.wav,False
88301,/mnt/d/datasets/wham_noise/wham_noise/tr/20oa010j_0.87368_020a0101_-0.87368.wav,False
88315,/mnt/d/datasets/wham_noise/wham_noise/tr/40cc020e_0.48475_20uc0103_-0.48475.wav,False
88421,/mnt/d/datasets/wham_noise/wham_noise/tr/40ca010o_1.2683_01so0314_-1.2683.wav,False
88426,/mnt/d/datasets/wham_noise/wham_noise/tr/01da010m_0.68794_20qa010b_-0.68794.wav,False
88462,/mnt/d/datasets/wham_noise/wham_noise/tr/20ja010f_0.41955_20oa0105_-0.41955.wav,False
88465,/mnt/d/datasets/wham_noise/wham_noise/tr/01qc020r_1.6233_01ac020a_-1.6233.wav,False
88495,/mnt/d/datasets/wham_noise/wham_noise/tr/014c0211_0.36515_021o030i_-0.36515.wav,False
88527,/mnt/d/datasets/wham_noise/wham_noise/tr/409a010c_1.2538_20qa010z_-1.2538.wav,False
88534,/mnt/d/datasets/wham_noise/wham_noise/tr/204o010k_0.68346_40ca010r_-0.68346.wav,False
88570,/mnt/d/datasets/wham_noise/wham_noise/tr/208a010m_0.69978_01lo0305_-0.69978.wav,False
88575,/mnt/d/datasets/wham_noise/wham_noise/tr/20uo0101_0.98996_40no0301_-0.98996.wav,False
88577,/mnt/d/datasets/wham_noise/wham_noise/tr/01xa0105_1.5035_01do0317_-1.5035.wav,False
88584,/mnt/d/datasets/wham_noise/wham_noise/tr/020a010e_0.96638_023c020q_-0.96638.wav,False
88687,/mnt/d/datasets/wham_noise/wham_noise/tr/409a010k_0.59871_20vc010o_-0.59871.wav,False
88694,/mnt/d/datasets/wham_noise/wham_noise/tr/017a010k_0.73352_40ec020j_-0.73352.wav,False
88764,/mnt/d/datasets/wham_noise/wham_noise/tr/20mo010h_0.72638_40cc020t_-0.72638.wav,False
88779,/mnt/d/datasets/wham_noise/wham_noise/tr/40ec021b_1.608_01ac0207_-1.608.wav,False
88811,/mnt/d/datasets/wham_noise/wham_noise/tr/026a010p_2.2373_40oc0218_-2.2373.wav,False
88827,/mnt/d/datasets/wham_noise/wham_noise/tr/404a010a_0.89289_029a010f_-0.89289.wav,False
88893,/mnt/d/datasets/wham_noise/wham_noise/tr/20sa010g_2.1975_40lc020r_-2.1975.wav,False
88904,/mnt/d/datasets/wham_noise/wham_noise/tr/20ja0103_2.436_403a0114_-2.436.wav,False
89016,/mnt/d/datasets/wham_noise/wham_noise/tr/02cc021c_2.0057_40io0319_-2.0057.wav,False
89118,/mnt/d/datasets/wham_noise/wham_noise/tr/026a0107_1.8576_02ao030m_-1.8576.wav,False
89122,/mnt/d/datasets/wham_noise/wham_noise/tr/01mo030f_1.2985_20qa010z_-1.2985.wav,False
89133,/mnt/d/datasets/wham_noise/wham_noise/tr/019c020v_1.6417_406o030h_-1.6417.wav,False
89152,/mnt/d/datasets/wham_noise/wham_noise/tr/209a010x_1.0868_40ea010e_-1.0868.wav,False
89168,/mnt/d/datasets/wham_noise/wham_noise/tr/20sc010q_0.65294_40co030x_-0.65294.wav,False
89197,/mnt/d/datasets/wham_noise/wham_noise/tr/014c0212_0.74019_012a010g_-0.74019.wav,False
89240,/mnt/d/datasets/wham_noise/wham_noise/tr/40nc020a_0.50671_01mc0214_-0.50671.wav,False
89298,/mnt/d/datasets/wham_noise/wham_noise/tr/026a010o_1.9488_20ia010k_-1.9488.wav,False
89342,/mnt/d/datasets/wham_noise/wham_noise/tr/01ro030w_0.64137_40kc020i_-0.64137.wav,False
89343,/mnt/d/datasets/wham_noise/wham_noise/tr/01ac021d_1.2171_021c021b_-1.2171.wav,False
89441,/mnt/d/datasets/wham_noise/wham_noise/tr/40ec021b_1.8679_01do030r_-1.8679.wav,False
89450,/mnt/d/datasets/wham_noise/wham_noise/tr/01nc020y_1.9547_02ac0206_-1.9547.wav,False
89532,/mnt/d/datasets/wham_noise/wham_noise/tr/208o0105_1.9114_026o0319_-1.9114.wav,False
89538,/mnt/d/datasets/wham_noise/wham_noise/tr/20rc010l_0.55276_20oa0109_-0.55276.wav,False
89598,/mnt/d/datasets/wham_noise/wham_noise/tr/012a010b_1.9662_40ja0112_-1.9662.wav,False
89620,/mnt/d/datasets/wham_noise/wham_noise/tr/208a010k_1.9631_20pc010c_-1.9631.wav,False
89625,/mnt/d/datasets/wham_noise/wham_noise/tr/209c010p_0.47715_020a0103_-0.47715.wav,False
89640,/mnt/d/datasets/wham_noise/wham_noise/tr/022c0212_1.3299_20aa0101_-1.3299.wav,False
89666,/mnt/d/datasets/wham_noise/wham_noise/tr/028c020e_1.4226_01bc020c_-1.4226.wav,False
89693,/mnt/d/datasets/wham_noise/wham_noise/tr/408a0105_1.5702_01wa010o_-1.5702.wav,False
89703,/mnt/d/datasets/wham_noise/wham_noise/tr/20vc010f_0.011372_016c0203_-0.011372.wav,False
89792,/mnt/d/datasets/wham_noise/wham_noise/tr/40do030t_1.232_01fo030v_-1.232.wav,False
89804,/mnt/d/datasets/wham_noise/wham_noise/tr/01wo030l_2.2376_022o0313_-2.2376.wav,False
89832,/mnt/d/datasets/wham_noise/wham_noise/tr/20ga010v_1.7891_40ea010i_-1.7891.wav,False
89833,/mnt/d/datasets/wham_noise/wham_noise/tr/208a0103_0.8289_01ia0108_-0.8289.wav,False
89850,/mnt/d/datasets/wham_noise/wham_noise/tr/20ua010w_0.82016_20ma010k_-0.82016.wav,False
89881,/mnt/d/datasets/wham_noise/wham_noise/tr/01da010o_0.93623_403a010e_-0.93623.wav,False
89896,/mnt/d/datasets/wham_noise/wham_noise/tr/20ia010z_0.89008_40oa010n_-0.89008.wav,False
89969,/mnt/d/datasets/wham_noise/wham_noise/tr/20ia0108_1.6992_401o0306_-1.6992.wav,False
89988,/mnt/d/datasets/wham_noise/wham_noise/tr/014a010c_0.42676_40cc0209_-0.42676.wav,False
90015,/mnt/d/datasets/wham_noise/wham_noise/tr/405a010j_0.4149_01ro0319_-0.4149.wav,False
90016,/mnt/d/datasets/wham_noise/wham_noise/tr/40ka010l_0.66514_20cc010c_-0.66514.wav,False
90057,/mnt/d/datasets/wham_noise/wham_noise/tr/20pa010b_1.0035_206o0103_-1.0035.wav,False
90090,/mnt/d/datasets/wham_noise/wham_noise/tr/20mo0103_1.1572_40pa010f_-1.1572.wav,False
90124,/mnt/d/datasets/wham_noise/wham_noise/tr/404c020w_1.0377_208a0109_-1.0377.wav,False
